"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
556,"France","Female",52,9,0,1,"Si","No",175149.2,"Si"
706,"France","Male",32,6,94486.47,1,"Si","Si",146949.74,"No"
850,"France","Male",46,9,117640.39,1,"Si","No",88920.68,"No"
732,"Spain","Female",33,8,111379.55,1,"Si","Si",45098.62,"No"
614,"France","Male",40,6,0,1,"Si","Si",20339.79,"Si"
580,"Spain","Female",57,0,136820.99,1,"No","Si",108528.74,"No"
593,"France","Female",46,7,98752.51,1,"Si","No",145560.38,"No"
653,"Germany","Female",25,2,158266.42,3,"Si","Si",199357.24,"No"
746,"France","Female",29,4,105599.67,1,"Si","Si",43106.17,"No"
662,"France","Female",29,10,0,2,"Si","No",137508.31,"No"
573,"France","Male",31,2,0,2,"Si","Si",91957.39,"No"
684,"Spain","Female",39,4,139723.9,1,"Si","Si",120612.11,"No"
793,"France","Female",41,3,141806.46,1,"Si","No",102921.17,"No"
798,"Germany","Female",49,5,132571.67,1,"Si","Si",31686.33,"Si"
524,"France","Male",40,2,180516.9,1,"Si","No",180002.42,"No"
816,"France","Male",31,8,0,2,"Si","Si",28407.4,"No"
742,"Germany","Female",41,4,92805.72,1,"No","Si",73743.95,"Si"
540,"France","Male",22,4,0,3,"Si","Si",186233.26,"Si"
537,"Germany","Male",39,3,135309.36,1,"Si","No",31728.86,"Si"
759,"Spain","Female",74,6,128917.84,1,"Si","Si",48244.64,"No"
774,"France","Female",52,2,56580.93,1,"Si","No",113266.28,"Si"
608,"Germany","Male",42,8,131390.75,2,"Si","No",71178.09,"No"
704,"Spain","Male",37,4,0,2,"No","No",25684.93,"No"
581,"France","Male",41,8,0,2,"No","No",29737.14,"No"
628,"Germany","Female",61,1,97361.66,1,"Si","Si",149922.38,"Si"
566,"France","Female",42,6,0,1,"Si","No",180702.12,"Si"
701,"Spain","Male",59,7,0,2,"No","Si",27597.59,"No"
735,"Spain","Male",29,10,0,2,"Si","Si",95025.27,"No"
537,"Spain","Female",38,1,0,2,"No","Si",41233.97,"No"
513,"Spain","Male",88,10,0,2,"Si","Si",52952.24,"No"
576,"France","Male",63,9,70655.48,1,"No","No",78955.8,"Si"
660,"Germany","Male",41,1,129901.21,1,"Si","No",26025.6,"Si"
637,"France","Male",40,8,125470.81,1,"Si","Si",174536.17,"No"
672,"France","Female",53,9,169406.33,4,"Si","Si",147311.47,"Si"
629,"France","Male",32,2,0,2,"No","Si",77965.44,"No"
583,"Germany","Male",40,4,107041.3,1,"Si","Si",5635.63,"No"
763,"Spain","Female",32,10,95153.77,1,"No","Si",81310.1,"No"
516,"Germany","Male",32,3,145166.09,2,"No","No",111421.45,"No"
617,"France","Female",27,4,0,2,"No","No",190269.21,"No"
700,"France","Male",38,9,65962.63,1,"Si","Si",100950.48,"No"
727,"Germany","Male",36,6,140418.81,1,"Si","Si",113033.73,"Si"
689,"Spain","Female",31,3,139799.63,1,"No","Si",120663.57,"No"
626,"Germany","Male",49,9,171787.84,2,"Si","No",187192.23,"No"
686,"France","Male",38,6,149238.97,1,"Si","Si",97825.23,"No"
351,"Germany","Female",57,4,163146.46,1,"Si","No",169621.69,"Si"
739,"France","Female",37,8,0,2,"Si","No",191557.1,"Si"
627,"France","Male",32,10,0,2,"Si","No",103287.62,"No"
451,"Germany","Female",38,9,61482.47,1,"Si","Si",167538.66,"No"
512,"France","Female",41,8,145150.28,1,"Si","No",64869.32,"Si"
774,"France","Female",41,5,126670.37,1,"Si","No",102426.06,"No"
652,"France","Female",40,8,84390.8,2,"No","Si",107876.2,"No"
638,"Germany","Male",37,2,89728.86,2,"Si","Si",37294.88,"No"
475,"France","Female",57,1,0,2,"Si","No",89248.99,"No"
567,"Spain","Male",40,4,118628.8,1,"No","No",91973.63,"No"
750,"France","Male",37,3,0,2,"Si","No",16870.2,"No"
850,"France","Male",39,6,96863.13,1,"Si","Si",121681.19,"No"
753,"France","Female",38,6,142263.45,1,"No","Si",33730.43,"No"
683,"Spain","Female",36,7,0,2,"Si","No",104786.59,"No"
710,"France","Female",32,3,0,1,"Si","No",94790.34,"No"
645,"Spain","Female",21,1,0,2,"No","No",28726.07,"No"
714,"France","Male",28,6,122724.37,1,"Si","Si",67057.27,"No"
696,"Germany","Female",35,4,174902.26,1,"Si","No",69079.85,"No"
612,"Spain","Female",26,4,0,2,"Si","Si",179780.74,"No"
734,"France","Male",51,1,118537.47,1,"Si","Si",116912.45,"No"
666,"France","Male",39,10,0,2,"Si","No",102999.33,"No"
592,"Germany","Female",26,4,105082.07,2,"Si","No",132801.57,"No"
564,"France","Male",40,4,0,1,"Si","No",85455.62,"Si"
814,"France","Female",36,6,0,2,"Si","Si",98657.01,"No"
592,"Germany","Male",36,2,104702.65,2,"Si","No",107948.72,"No"
758,"France","Female",50,2,95813.76,3,"Si","Si",67944.09,"Si"
634,"Germany","Male",38,2,148430.55,1,"Si","Si",56055.72,"No"
505,"Germany","Male",40,6,47869.69,2,"Si","Si",155061.97,"No"
692,"Germany","Male",53,7,150926.99,2,"No","No",119817.19,"No"
537,"Germany","Female",47,6,103163.35,1,"Si","No",16259.64,"Si"
633,"France","Male",29,10,130206.28,1,"Si","No",184654.87,"No"
833,"France","Female",28,4,136674.51,2,"No","No",5278.78,"No"
592,"Spain","Female",40,2,200322.45,1,"Si","Si",113244.73,"No"
587,"Spain","Male",48,1,0,2,"Si","Si",8908,"No"
550,"Spain","Male",62,7,80927.56,1,"No","Si",64490.67,"No"
680,"France","Female",24,10,0,3,"Si","No",154971.63,"Si"
622,"Spain","Female",41,9,0,2,"Si","Si",155786.39,"No"
594,"Germany","Male",28,0,142574.71,2,"Si","No",129084.82,"No"
643,"Germany","Female",34,7,160426.07,1,"No","Si",188533.11,"No"
540,"France","Male",25,5,116160.23,1,"Si","No",13411.67,"No"
635,"Spain","Female",34,5,98683.47,2,"Si","No",15733.19,"No"
657,"France","Male",32,3,118829.03,2,"Si","Si",73127.61,"No"
814,"France","Male",31,1,118870.92,1,"Si","No",101704.19,"No"
600,"France","Male",32,1,0,1,"Si","Si",101986.16,"No"
682,"France","Female",46,2,0,1,"Si","Si",114442.66,"No"
682,"France","Male",38,4,107192.38,1,"Si","Si",15669.17,"No"
661,"Spain","Female",42,9,75361.44,1,"Si","No",27608.12,"Si"
592,"France","Female",27,4,0,2,"Si","Si",183569.25,"No"
702,"Spain","Male",30,2,0,2,"Si","Si",145537.32,"No"
647,"France","Female",29,0,98263.46,2,"Si","No",164717.95,"No"
593,"France","Male",43,9,0,2,"Si","Si",76357.43,"No"
712,"Germany","Female",40,3,109308.79,2,"Si","No",120158.72,"Si"
625,"Spain","Female",31,8,0,2,"Si","No",151843.54,"No"
538,"Germany","Female",28,6,164365.44,1,"No","Si",5698.97,"No"
637,"Spain","Female",22,5,98800,1,"Si","No",122865.55,"No"
632,"France","Male",27,4,193125.85,1,"Si","Si",152665.85,"No"
736,"France","Male",27,5,51522.75,1,"No","Si",192131.77,"No"
755,"France","Male",23,5,84284.48,2,"Si","Si",62851.6,"No"
425,"Spain","Female",39,5,0,2,"Si","No",140941.47,"No"
461,"France","Male",51,9,119889.84,1,"No","No",56767.67,"Si"
745,"France","Male",21,4,137910.45,1,"Si","Si",177235.23,"No"
616,"France","Female",37,6,0,2,"Si","No",86242.18,"No"
740,"France","Female",37,7,0,2,"Si","Si",194270.91,"No"
584,"France","Male",35,3,146311.58,1,"Si","Si",105443.47,"No"
524,"France","Male",52,2,87894.26,1,"Si","No",173899.42,"Si"
614,"France","Female",19,5,97445.49,2,"Si","No",122823.34,"No"
598,"France","Female",64,9,0,1,"No","Si",13181.37,"Si"
799,"Spain","Male",35,7,0,2,"No","Si",140780.8,"No"
724,"France","Male",34,2,154485.74,2,"No","No",78560.64,"No"
601,"France","Male",50,2,115625.07,1,"Si","No",185855.21,"No"
804,"France","Male",25,7,108396.67,1,"Si","No",128276.95,"No"
745,"Germany","Male",38,5,65095.41,2,"Si","Si",140197.42,"No"
667,"Germany","Male",43,1,103018.45,1,"Si","No",32462.39,"Si"
518,"France","Female",38,10,84764.79,1,"Si","Si",162253.9,"No"
819,"France","Female",38,10,0,2,"Si","No",30498.7,"No"
520,"Spain","Female",35,4,115680.81,1,"Si","Si",90280.7,"No"
625,"France","Female",39,5,0,2,"Si","No",32615.21,"No"
673,"Germany","Male",36,5,73088.06,2,"No","No",196142.26,"No"
656,"Germany","Female",27,3,150905.03,2,"Si","No",16998.72,"No"
850,"Spain","Female",23,9,143054.85,1,"No","Si",62980.96,"No"
574,"Spain","Female",28,7,0,2,"No","No",185660.3,"No"
679,"France","Male",60,6,0,2,"Si","Si",77331.77,"No"
530,"Germany","Female",42,0,99948.45,1,"No","Si",97338.62,"No"
508,"France","Male",44,3,115451.05,2,"No","No",67234.33,"No"
558,"Germany","Male",32,4,108235.91,1,"Si","Si",143783.28,"No"
414,"France","Male",38,8,0,1,"No","Si",77661.12,"Si"
648,"Spain","Male",42,2,98795.61,2,"Si","No",89123.99,"No"
721,"France","Female",37,1,0,2,"Si","No",70810.8,"No"
751,"France","Male",31,8,0,2,"No","No",17550.49,"No"
662,"France","Male",34,2,0,2,"No","Si",21497.27,"No"
628,"Germany","Male",29,3,113146.98,2,"No","Si",124749.08,"No"
597,"Germany","Female",39,8,162532.14,3,"Si","No",36051.46,"Si"
698,"Spain","Female",40,0,92053.44,1,"Si","Si",143681.83,"No"
723,"France","Male",48,7,0,2,"Si","Si",150694.58,"No"
586,"France","Female",28,5,0,3,"Si","No",170487.4,"Si"
633,"Germany","Female",29,8,104944.1,1,"Si","Si",97684.46,"No"
564,"France","Male",31,4,0,2,"Si","No",53520.03,"No"
649,"France","Female",31,2,0,2,"Si","No",15200.61,"No"
622,"France","Female",30,4,107879.04,1,"No","Si",196894.62,"No"
459,"Germany","Male",46,7,110356.42,1,"Si","No",4969.13,"Si"
718,"France","Male",27,2,0,2,"No","No",26229.24,"No"
655,"Spain","Female",34,4,109783.69,2,"Si","No",134034.32,"No"
696,"France","Male",22,9,149777,1,"Si","Si",198032.93,"No"
637,"France","Female",38,3,104339.56,1,"No","No",119882.86,"No"
630,"Spain","Female",21,1,85818.18,1,"Si","Si",133102.3,"No"
592,"France","Male",37,4,212692.97,1,"No","No",176395.02,"No"
634,"Germany","Male",37,1,89696.84,2,"Si","Si",193179.88,"No"
608,"France","Female",28,9,0,2,"Si","Si",125062.02,"No"
565,"Germany","Female",32,9,68067.24,1,"Si","No",143287.58,"No"
763,"Spain","Male",67,9,148564.66,1,"No","Si",87236.4,"No"
665,"France","Female",55,8,136354.16,1,"Si","Si",93769.89,"No"
649,"France","Male",38,1,122214,1,"No","Si",88965.46,"No"
695,"France","Male",45,3,0,2,"Si","Si",30793.61,"No"
775,"Germany","Male",70,6,119684.88,2,"Si","Si",74532.02,"No"
788,"France","Female",39,3,135139.33,1,"No","Si",113086.08,"No"
569,"Germany","Female",42,9,146100.75,1,"Si","No",32574.01,"Si"
726,"Spain","Female",56,8,123110.9,3,"No","Si",130113.78,"Si"
564,"Germany","Female",44,3,111760.4,3,"Si","Si",104722.47,"Si"
544,"France","Female",32,9,110728.39,1,"Si","Si",14559.62,"No"
614,"France","Female",41,8,121558.46,1,"Si","Si",598.8,"No"
453,"Germany","Female",38,8,120623.21,1,"Si","No",129697.99,"No"
471,"France","Female",58,4,114713.57,1,"Si","Si",36315.03,"No"
829,"Germany","Female",37,3,103457.76,1,"No","No",1114.12,"No"
754,"Germany","Male",57,2,101134.87,2,"Si","Si",70954.41,"No"
749,"Germany","Male",46,10,78136.36,2,"Si","Si",73470.98,"No"
667,"France","Male",23,1,0,2,"Si","No",91573.19,"No"
670,"Spain","Male",30,3,133446.34,1,"No","No",3154.95,"No"
670,"France","Female",33,7,0,2,"Si","Si",88187.81,"No"
623,"Germany","Female",48,1,108076.33,1,"Si","No",118855.26,"Si"
571,"France","Male",32,5,131354.25,1,"Si","No",125256.53,"No"
641,"Germany","Female",37,7,62974.64,2,"No","Si",39016.43,"No"
551,"Germany","Female",30,2,143340.44,1,"Si","No",145796.49,"No"
741,"Germany","Male",36,8,116993.43,2,"Si","No",168816.22,"No"
472,"France","Male",31,4,58662.92,2,"No","Si",73322,"No"
650,"Spain","Male",41,3,128808.65,3,"No","No",113677.53,"Si"
625,"France","Male",45,7,137555.44,1,"No","No",124607.7,"No"
650,"Germany","Male",34,4,142393.11,1,"Si","Si",11276.48,"No"
535,"France","Female",38,8,0,2,"Si","No",136620.64,"No"
649,"France","Female",41,2,125785.23,1,"Si","Si",70523.92,"No"
689,"France","Male",22,4,136444.25,1,"Si","No",51980.25,"Si"
694,"Spain","Male",38,7,121527.4,1,"Si","No",113481.02,"No"
655,"Germany","Male",52,9,144696.75,1,"Si","Si",49025.79,"No"
620,"France","Male",36,8,0,2,"Si","Si",145937.99,"No"
577,"France","Female",35,10,0,2,"Si","Si",25161.61,"No"
401,"Germany","Male",48,8,128140.17,1,"Si","No",175753.55,"Si"
599,"France","Male",25,6,120383.41,1,"Si","Si",24903.09,"No"
481,"France","Female",57,9,0,3,"Si","Si",169719.35,"Si"
704,"France","Male",42,8,129735.3,2,"Si","Si",179565.57,"No"
698,"Spain","Female",31,8,185078.26,1,"No","No",115337.74,"Si"
480,"France","Female",28,6,0,2,"No","No",48131.92,"No"
682,"France","Male",42,0,0,1,"Si","Si",160828.98,"No"
700,"Spain","Male",31,7,0,2,"No","Si",145151.96,"No"
492,"France","Male",29,1,144591.96,1,"Si","Si",196293.76,"No"
444,"France","Female",45,4,0,2,"Si","No",161653.5,"Si"
624,"France","Male",36,6,0,2,"No","No",84635.64,"No"
600,"France","Male",40,1,141136.79,1,"Si","Si",67803.83,"No"
693,"France","Female",43,4,152341.55,1,"Si","No",9241.78,"No"
704,"France","Male",36,7,120026.98,2,"No","Si",100601.73,"No"
527,"Spain","Male",33,9,132168.28,1,"No","No",98734.15,"No"
553,"Germany","Male",43,6,85200.82,2,"Si","Si",160574.09,"No"
575,"Spain","Male",53,1,84903.33,2,"No","Si",26015.8,"No"
626,"France","Female",32,0,0,2,"No","No",187172.54,"No"
582,"France","Male",20,4,0,1,"Si","Si",55763.66,"No"
683,"Spain","Male",40,8,0,1,"Si","No",75848.22,"No"
850,"France","Male",30,9,121535.18,1,"No","No",40313.47,"No"
653,"Spain","Male",35,6,116662.96,2,"Si","Si",23864.21,"No"
679,"France","Male",60,8,0,2,"Si","Si",51380.9,"No"
549,"Germany","Female",49,6,124829.16,1,"No","Si",93551.36,"No"
850,"Spain","Female",36,2,155180.56,2,"No","No",169415.54,"No"
558,"Germany","Female",32,1,108262.87,1,"Si","Si",6935.31,"No"
528,"Spain","Male",40,4,0,2,"Si","No",25399.7,"No"
801,"France","Male",38,5,0,2,"Si","No",66256.27,"No"
513,"Spain","Male",48,2,0,1,"Si","Si",114709.13,"Si"
666,"Germany","Male",38,6,99812.88,2,"Si","Si",158357.97,"No"
606,"France","Male",35,2,132164.26,1,"No","Si",164815.59,"No"
599,"Germany","Male",45,10,103583.05,1,"Si","No",132127.69,"Si"
544,"Germany","Male",39,4,142406.43,2,"Si","No",146637.45,"No"
529,"Spain","Male",38,7,99842.5,2,"Si","No",90256.06,"Si"
850,"France","Female",41,5,0,2,"Si","Si",34827.43,"No"
497,"France","Male",41,9,0,1,"No","No",22074.48,"No"
764,"France","Female",39,5,81042.42,1,"No","Si",109805.17,"No"
603,"France","Female",48,5,0,1,"Si","No",100478.6,"Si"
609,"France","Male",40,6,0,2,"Si","Si",97416.34,"No"
487,"France","Male",53,4,199689.49,1,"Si","Si",24207.86,"Si"
748,"France","Male",33,1,142645.43,1,"No","No",69132.66,"No"
710,"Spain","Female",75,5,0,2,"Si","Si",9376.89,"No"
432,"Germany","Female",45,3,110219.14,1,"Si","No",43046.7,"Si"
534,"Spain","Male",51,3,0,2,"No","Si",20856.31,"No"
607,"France","Male",25,3,0,2,"No","No",187048.72,"No"
551,"Spain","Male",32,4,0,2,"Si","No",53420.53,"No"
674,"France","Male",45,7,142072.02,1,"Si","No",37013.29,"No"
525,"France","Female",25,6,0,2,"Si","No",89566.64,"No"
645,"Germany","Male",33,8,149564.61,1,"No","No",149913.84,"No"
755,"France","Female",43,9,0,2,"Si","No",18066.69,"No"
708,"Germany","Male",37,8,153366.13,1,"Si","Si",26912.34,"No"
715,"France","Male",21,6,76467.16,1,"Si","Si",173511.72,"No"
727,"France","Female",26,9,121508.28,1,"Si","Si",146785.44,"No"
559,"Spain","Female",27,1,0,1,"No","Si",1050.33,"No"
545,"Spain","Male",36,8,73211.12,2,"Si","No",89587.34,"Si"
524,"France","Male",22,9,0,2,"Si","No",74405.34,"No"
707,"France","Female",55,1,0,2,"No","Si",54409.48,"No"
671,"Spain","Male",38,0,92674.94,2,"Si","No",3647.57,"No"
439,"Spain","Male",52,3,96196.24,4,"Si","No",198874.52,"Si"
667,"Germany","Female",36,1,114391.62,1,"Si","Si",53412.54,"No"
831,"Germany","Male",32,9,80262.66,1,"Si","No",194867.78,"No"
545,"Spain","Female",33,7,173331.52,1,"Si","No",150452.88,"No"
604,"Spain","Female",35,7,147285.52,1,"Si","Si",57807.05,"No"
657,"Spain","Male",67,5,119785.47,2,"Si","Si",107534.32,"No"
487,"Spain","Female",36,1,140137.15,1,"Si","No",194073.33,"No"
750,"Germany","Female",52,6,107467.56,1,"Si","No",126233.18,"Si"
694,"Germany","Female",37,8,98218.04,2,"Si","No",182354.46,"Si"
711,"Germany","Female",35,2,133607.75,1,"Si","Si",120586.32,"No"
551,"France","Male",37,3,0,2,"Si","Si",50578.4,"No"
559,"France","Female",38,8,95139.41,1,"Si","Si",86575.46,"No"
620,"France","Female",29,3,0,2,"No","Si",153392.28,"No"
660,"Spain","Male",42,5,0,2,"Si","No",115509.59,"No"
449,"France","Female",37,6,0,2,"Si","No",82176.48,"No"
703,"Germany","Female",26,1,97331.19,1,"Si","No",63717.49,"No"
795,"Germany","Male",37,2,139265.63,2,"Si","Si",198745.94,"No"
594,"France","Female",31,9,0,1,"No","Si",5719.11,"No"
586,"Spain","Male",34,5,168094.01,1,"No","No",20058.61,"No"
613,"Germany","Female",30,5,131563.88,2,"Si","No",170638.98,"No"
601,"France","Male",44,3,0,2,"Si","No",30607.11,"No"
657,"France","Male",50,9,0,2,"No","No",37171.46,"No"
531,"France","Male",31,3,0,1,"Si","Si",42589.33,"No"
621,"Germany","Male",47,7,107363.29,1,"Si","Si",66799.28,"No"
782,"France","Female",33,2,94493.03,1,"No","Si",101866.39,"No"
528,"Germany","Female",29,9,170214.23,2,"Si","No",49284,"No"
696,"France","Male",52,6,139781.06,1,"Si","No",27445.4,"Si"
586,"France","Female",35,7,0,2,"Si","No",70760.69,"No"
626,"Spain","Female",26,8,148610.41,3,"No","Si",104502.02,"Si"
498,"France","Male",73,2,170241.7,2,"Si","Si",165407.96,"No"
691,"France","Female",33,1,128306.83,1,"Si","Si",113580.79,"No"
568,"France","Female",47,7,0,2,"Si","Si",45978.39,"No"
715,"France","Female",35,3,0,1,"Si","Si",152012.36,"No"
680,"Germany","Male",32,7,175454,1,"No","Si",77349.92,"No"
802,"Spain","Male",41,6,0,2,"Si","No",47322.05,"No"
539,"France","Female",22,0,100885.93,2,"Si","Si",38772.65,"No"
494,"France","Male",69,9,93320.8,1,"Si","Si",24489.44,"No"
594,"Germany","Male",38,6,63176.44,2,"Si","Si",14466.08,"No"
596,"France","Male",33,2,139451.67,1,"No","No",63142.12,"No"
649,"France","Female",52,8,49113.75,1,"Si","No",41858.43,"No"
699,"Germany","Male",32,1,123906.22,3,"Si","Si",127443.82,"Si"
787,"France","Female",40,6,0,2,"Si","Si",84151.98,"No"
604,"France","Male",28,7,0,2,"No","No",58595.64,"No"
489,"Germany","Female",52,1,131441.51,1,"Si","No",37240.11,"Si"
651,"France","Male",56,2,0,1,"Si","No",114522.68,"Si"
698,"France","Male",57,6,136325.48,2,"Si","Si",72549.27,"Si"
578,"Germany","Female",38,4,113150.44,2,"Si","No",176712.59,"Si"
538,"Spain","Female",42,9,0,1,"No","No",152855.96,"No"
696,"France","Female",33,4,0,2,"Si","Si",73371.65,"No"
507,"Germany","Female",46,8,102785.16,1,"Si","Si",70323.68,"No"
620,"France","Female",29,1,138740.24,2,"No","No",154700.61,"No"
519,"Spain","Male",39,4,111900.14,1,"Si","Si",97577.17,"No"
734,"Spain","Female",37,0,152760.24,1,"Si","Si",48990.5,"No"
763,"Germany","Male",31,7,143966.3,2,"Si","Si",140262.96,"Si"
733,"France","Male",51,10,141556.96,1,"Si","No",130189.53,"No"
650,"France","Female",43,6,0,2,"Si","Si",16301.91,"No"
538,"France","Female",33,5,0,2,"Si","No",126962.41,"No"
577,"France","Female",46,1,0,1,"Si","Si",158750.53,"No"
792,"France","Male",30,8,0,2,"Si","No",199644.2,"No"
686,"France","Female",41,10,0,1,"Si","Si",144272.71,"Si"
589,"France","Male",29,2,0,2,"No","Si",98320.27,"No"
530,"France","Male",25,9,162560.32,1,"Si","No",64129.03,"No"
778,"Germany","Female",29,7,123229.46,1,"Si","No",181221.09,"No"
616,"Spain","Male",31,7,76665.71,2,"Si","Si",163809.08,"No"
550,"France","Male",38,9,140278.99,3,"Si","Si",171457.06,"Si"
655,"France","Female",51,3,0,2,"No","Si",15801.02,"No"
721,"France","Male",46,1,115764.32,2,"No","No",102950.79,"No"
499,"Germany","Male",36,5,131142.53,2,"Si","No",174918.46,"No"
511,"France","Male",45,5,68375.27,1,"Si","No",193160.25,"Si"
579,"Germany","Female",39,5,117833.3,3,"No","No",5831,"Si"
696,"Spain","Female",36,7,0,2,"Si","Si",82298.59,"No"
681,"France","Male",34,7,0,2,"No","No",130686.59,"No"
815,"France","Male",45,7,0,1,"No","Si",52885.23,"Si"
681,"Spain","Male",30,2,111093.01,1,"Si","No",68985.99,"No"
641,"Spain","Male",42,9,132657.55,1,"Si","No",35367.19,"No"
591,"France","Female",56,9,128882.49,1,"Si","Si",196241.94,"Si"
565,"Germany","Male",59,9,69129.59,1,"Si","Si",170705.53,"No"
487,"France","Male",37,6,0,2,"Si","Si",126477.41,"No"
729,"France","Male",39,4,121404.64,1,"Si","Si",159618.17,"No"
505,"Spain","Female",45,9,131355.3,3,"Si","No",195395.33,"Si"
580,"France","Female",35,1,102097.33,1,"No","Si",168285.85,"No"
642,"France","Male",40,1,154863.15,1,"Si","Si",138052.51,"No"
850,"Spain","Female",41,3,99945.93,2,"Si","No",71179.31,"No"
616,"Germany","Male",39,2,121704.32,2,"Si","No",55556.3,"No"
526,"Spain","Female",43,3,0,2,"Si","No",31705.19,"No"
523,"Germany","Male",35,8,138782.76,1,"Si","Si",186118.93,"No"
663,"France","Male",35,9,0,2,"Si","Si",195580.28,"No"
680,"France","Male",36,3,116275.12,1,"Si","Si",63795.8,"No"
648,"Spain","Female",27,7,0,2,"Si","Si",163060.43,"No"
618,"France","Male",39,2,91068.56,1,"Si","No",26578.69,"No"
648,"Germany","Male",41,5,123049.21,1,"No","Si",5066.76,"No"
759,"France","Female",39,6,0,2,"Si","Si",140497.67,"No"
585,"France","Male",40,7,0,2,"No","No",146156.98,"No"
774,"France","Female",42,3,137781.65,1,"No","No",199316.19,"No"
697,"Germany","Female",48,2,108128.96,2,"Si","Si",103944.37,"No"
605,"Spain","Male",39,10,105317.73,2,"Si","No",138021.36,"No"
676,"France","Male",20,1,80569.73,1,"No","No",68621.98,"No"
678,"France","Female",22,4,174852.89,1,"Si","Si",28149.06,"No"
495,"Spain","Female",45,3,89158.94,3,"Si","No",135169.76,"Si"
787,"France","Female",85,10,0,2,"Si","Si",116537.96,"No"
770,"France","Male",36,2,89800.14,1,"Si","Si",105922.69,"No"
817,"Germany","Male",45,9,101207.75,1,"No","No",88211.12,"Si"
659,"France","Male",43,1,106086.42,2,"Si","No",26900.63,"No"
693,"France","Male",21,1,0,2,"Si","Si",3494.02,"No"
744,"France","Male",47,9,0,2,"Si","No",113163.17,"No"
829,"Spain","Female",26,8,101440.36,2,"Si","Si",19324.5,"No"
716,"France","Male",38,4,0,2,"Si","No",189678.7,"No"
671,"France","Male",34,7,106603.74,2,"Si","Si",26387.71,"No"
835,"Germany","Female",29,10,130420.2,2,"No","No",106276.55,"No"
636,"France","Female",38,1,0,1,"Si","No",45015.38,"No"
649,"Spain","Male",29,2,45022.23,1,"Si","Si",173495.77,"No"
621,"Germany","Male",27,1,74298.43,1,"Si","Si",52581.96,"No"
658,"Germany","Female",31,3,133003.03,1,"No","Si",146339.27,"Si"
784,"Spain","Male",48,7,0,2,"Si","Si",182609.97,"No"
783,"Spain","Female",37,1,136689.66,1,"Si","No",197890.65,"No"
615,"France","Male",32,4,0,2,"Si","Si",6225.63,"No"
791,"France","Female",44,5,0,2,"Si","Si",123977.86,"Si"
762,"France","Male",53,1,102520.37,1,"Si","Si",170195.4,"No"
607,"France","Male",35,2,0,2,"Si","Si",114190.3,"No"
601,"France","Female",34,5,0,2,"Si","No",27022.57,"No"
540,"Spain","Male",67,1,88382.01,1,"No","Si",59457,"No"
812,"France","Male",44,4,115049.15,2,"Si","No",165038.41,"No"
685,"France","Male",58,1,104796.54,1,"Si","Si",154181.41,"No"
680,"France","Male",33,1,123082.08,1,"Si","No",134960.98,"No"
680,"Spain","Female",58,8,0,2,"Si","Si",65708.5,"No"
631,"France","Female",33,8,0,2,"No","No",117374.22,"No"
569,"France","Female",43,7,0,2,"Si","Si",77703.19,"No"
584,"Germany","Male",33,3,88311.48,2,"Si","Si",177651.38,"No"
582,"France","Female",40,9,0,3,"Si","Si",60954.45,"No"
609,"France","Male",32,7,71872.19,1,"Si","Si",151924.9,"No"
506,"Spain","Male",35,6,110046.93,2,"Si","No",26318.73,"No"
503,"France","Male",42,8,104430.08,1,"Si","Si",147557.71,"No"
503,"France","Female",28,5,0,2,"Si","No",125918.17,"No"
806,"Germany","Male",31,10,138653.51,1,"Si","No",190803.37,"No"
653,"France","Female",31,7,102575.04,1,"Si","Si",11043.54,"No"
666,"France","Male",43,7,137780.74,2,"Si","Si",119100.05,"Si"
674,"Spain","Male",32,2,0,2,"Si","No",140579.17,"No"
798,"France","Male",32,7,0,2,"No","Si",37731.95,"No"
740,"France","Female",30,8,105209.54,1,"Si","No",1852.58,"No"
531,"Germany","Female",32,0,109570.21,2,"Si","Si",172049.84,"No"
614,"Germany","Female",44,6,118715.86,1,"Si","No",133591.11,"Si"
556,"France","Male",35,10,0,2,"Si","Si",192751.18,"No"
678,"Germany","Female",43,2,153393.18,2,"Si","Si",193828.27,"No"
587,"Germany","Male",33,6,132603.36,1,"Si","No",55775.72,"No"
527,"Spain","Female",36,6,0,2,"Si","Si",102280.29,"No"
757,"Germany","Female",34,1,129398.01,2,"No","No",44965.44,"No"
468,"Spain","Male",28,3,0,2,"Si","No",170661.02,"No"
693,"France","Male",29,2,151352.74,1,"No","No",197145.89,"No"
483,"France","Female",44,5,136836.49,1,"Si","No",192359.9,"Si"
466,"France","Male",40,4,91592.06,1,"Si","No",141210.18,"Si"
770,"France","Female",30,8,0,2,"Si","No",100557.03,"No"
734,"France","Female",54,3,0,1,"Si","No",130805.54,"Si"
716,"France","Female",22,8,0,2,"Si","Si",92606.98,"No"
439,"France","Male",36,2,165536.28,2,"Si","Si",123956.83,"No"
538,"Germany","Male",25,5,62482.95,1,"Si","Si",102758.43,"No"
743,"France","Male",40,8,68155.59,1,"Si","No",94876.65,"No"
734,"Spain","Female",43,3,55853.33,2,"No","Si",94811.85,"Si"
656,"France","Male",37,2,0,2,"No","Si",67840.81,"No"
666,"France","Female",31,2,79589.43,1,"No","No",4050.57,"No"
627,"Spain","Male",41,5,100880.76,1,"No","Si",134665.25,"No"
