"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindSpeed9am","Humidity9am","Pressure9am","Temp9am"
"67932",8.2,12.4,0,0.6,0.7,"N",37,24,74,1025,9.8
"67933",8.3,14,3.8,1.2,1,"W",31,19,76,1030.3,8.6
"67934",8.4,12.8,0,1,0,"N",22,11,78,1031.8,9.9
"67935",5.9,14.3,0,0.8,2,"N",19,11,88,1027,6.1
"67936",4.3,14.6,0,1,8.2,"WSW",22,13,76,1022.8,6.6
"67937",4.1,15,0,1.4,0.7,"N",20,9,77,1026.9,7.5
"67938",7.4,14.1,0,0.8,0.1,"SE",17,0,86,1029.3,10.7
"67939",3.6,16.5,0,0.2,9,"N",41,20,85,1029.7,4.5
"67940",4.5,15.9,0,2.6,2,"N",78,37,51,1018.7,14.5
"67941",10.8,16.1,0,2,9,"NW",48,17,75,1016.7,11.3
"67942",9.3,16.7,0,2.4,8.6,"N",48,20,79,1022.2,10.2
"67943",9.7,16.8,0,2.4,3,"NNE",67,22,63,1011.5,11.7
"67944",9.9,12.7,1.2,1.4,3,"SW",69,26,62,1003.4,10.1
"67945",6.9,13.7,5.2,2.6,4.8,"W",37,20,75,1020.2,8.6
"67946",8.6,14.5,0,2,1.3,"N",24,9,61,1027.8,11.8
"67947",5.8,13.6,0,1.6,3.7,"N",46,13,74,1027.1,7.1
"67948",7.1,13.6,0,2.2,4,"N",65,41,71,1018.3,9.4
"67949",7.4,14,8.6,2,6.4,"W",24,11,82,1019.6,8
"67950",3.2,13.5,0,1.2,1.3,"N",31,24,73,1023.8,6
"67951",5.7,14.4,5.6,1.6,8,"SSE",22,4,88,1029.7,8
"67952",6.9,12.9,0,1,0.3,"SW",31,13,83,1032.6,9.7
"67953",9.5,12.6,2,0.2,0,"S",19,7,74,1035.6,11.6
"67954",8.9,13.4,0,0.4,0.1,"SW",20,9,75,1032.4,10.1
"67955",6,15.8,0,1,6.5,"S",30,2,85,1032,7.7
"67956",5.5,16.2,0,1.2,8,"SSE",28,9,82,1036.2,7.6
"67957",3.9,15.1,0,2.8,7.8,"N",20,11,78,1036.1,5.9
"67958",5.9,14.9,0,2,0.1,"N",15,4,87,1027.2,7.5
"67959",7.5,14.9,4.4,0.8,0,"N",41,13,83,1016.5,12
"67960",12,17.7,0,1.6,4.7,"N",59,33,81,1011.9,13.3
"67961",12,17.9,0,2.2,6.7,"N",50,20,73,1011.6,12.2
"67962",8.1,13.9,3.4,3.2,4.6,"W",67,20,87,1012.6,8.2
"67963",8.1,16.5,6,5.2,8,"SW",74,24,72,1023.5,12.2
"67964",9.6,13.3,4.4,2,0,"SW",33,17,76,1025.8,10.5
"67965",9.5,13.8,0,1.2,0.1,"N",46,15,68,1016.1,10.9
"67966",6.5,14.1,4.8,2.4,4.2,"WSW",56,22,73,1019,9.4
"67967",7.3,14.5,2.2,1.2,3,"W",31,9,86,1025,8
"67968",4.9,15.2,0,1.2,7.2,"N",41,19,86,1026,5.8
"67969",5.7,14.6,0,3,9.8,"N",57,39,64,1019.6,8.9
"67970",6.7,16.9,0,2.4,7.2,"N",41,13,65,1021.5,8
"67971",6.4,11.4,1.4,1.4,0.1,"N",26,6,90,1016.1,7.4
"67972",7.3,11.4,7.2,1.2,0.3,"N",37,22,79,1003.3,10.1
"67973",8.2,15,16.2,3.4,4.1,"SW",70,30,74,1010.2,11.3
"67974",9.6,13.6,1.8,0.6,1,"N",33,9,86,1016.9,10.6
"67975",10.2,15.9,0,3.8,3.8,"N",89,57,55,1007.4,12.7
"67976",10.8,15.7,0,1.4,0.9,"WSW",56,35,78,999.9,11.5
"67977",8.5,12.8,6,1.2,6.8,"SW",67,33,71,1011.5,9.8
"67978",4.8,14.8,1.4,2.6,8,"N",43,15,68,1023,8
"67979",8,13.5,0,2.2,0.9,"N",85,30,53,1010.8,10.6
"67980",10.2,16.6,0,1.2,8.1,"WSW",65,22,58,1003.3,13.4
"67981",6.4,13.4,0,2.4,5.5,"NW",48,28,55,1011.2,8.8
"67982",7.4,16.4,0,2.4,7,"W",48,24,64,1015.6,9.8
"67983",7.1,16.2,0,2,9.5,"N",52,28,71,1020.9,9.5
"67984",6.1,17.1,0,3.2,5.8,"N",52,28,59,1014.4,10.5
"67985",9.1,14.6,1.4,3.6,4.9,"N",72,20,57,1009.6,10.8
"67986",4.2,11.8,8.2,3.8,2.9,"N",57,31,62,1005.4,7.8
"67987",7,14.9,0.2,2.2,3,"WNW",48,22,61,999.3,9.2
"67988",7.2,13.8,0,2,7.3,"SW",50,24,64,1009.6,9.6
"67989",7.9,16.1,0,1.8,4.5,"SSW",26,15,82,1024.3,9.7
"67990",8.9,15,0,2,1.3,"SE",20,7,79,1029.8,10.3
"67991",5.8,18.6,0,1.2,8.8,"N",54,20,69,1027.7,8.9
"67992",8.9,14.1,0,3.2,0.2,"N",76,33,56,1021.7,12.4
"67993",11.1,13.3,5.8,1,0,"N",54,13,90,1014.1,11.7
"67994",9.3,15.4,6.2,0.6,6,"S",39,17,62,1020.2,11.5
"67995",7.3,16.6,0,2.4,1.6,"NNE",30,7,73,1021.9,9
"67996",8.8,19,9.6,2.6,1.3,"WNW",72,37,87,997.3,16.5
"67997",10.9,17.1,3.8,2.4,5.8,"W",91,35,65,1008.9,12.3
"67998",8.4,15.4,1.8,3,6.8,"SSW",52,20,56,1018.8,10.8
"67999",7.4,15.8,11.2,2.6,5.3,"WSW",26,11,87,1027.3,9.2
"68000",5.2,17.2,0,1.8,8.1,"N",70,19,68,1025.3,9.4
"68001",9.1,18.3,0,5.4,5.8,"N",72,52,63,1011.5,13.8
"68002",9.4,14.4,2.6,3.6,5.4,"SW",52,26,74,1002.1,10.9
"68003",8.5,18.5,0.6,2.6,6,"WNW",39,19,55,1017.9,12.4
"68004",10.5,16.5,0,3.4,3.2,"N",52,26,55,1019.8,12.8
"68005",10.9,15.5,0,2.2,2,"N",35,13,55,1015.1,13.7
"68006",6.4,15.6,0,1.8,10.1,"S",30,13,54,1017.1,10.8
"68007",9.4,16.5,0,3.2,4.6,"W",52,31,56,1014.3,12.1
"68008",8.4,14.9,1.2,3.4,6.8,"SW",63,31,59,1018.1,11.1
"68009",8.7,14.9,0.6,4,0.4,"WSW",46,24,55,1024.7,11.6
"68010",10.1,17,0,2.2,2.9,"SW",44,17,77,1021.3,10.8
"68011",9.3,16.7,3,2.2,3.7,"WSW",48,20,73,1024.6,11
"68012",10.1,16.8,0,2.4,0,"SW",31,19,78,1027.7,12.4
"68013",10.9,15.4,0.4,1.8,0,"S",37,24,84,1028.9,13.1
"68014",9.8,16.6,0,0.8,1.2,"SSE",33,13,64,1028.2,12.9
"68015",10.9,16.2,0,1.6,2.1,"SW",33,22,61,1027.1,12.4
"68016",9.8,17,0,3,3.3,"N",39,9,62,1024.1,11.1
"68017",10.9,19.9,0,2.8,6.5,"SW",54,22,60,1014.8,13.6
"68018",9.9,22.1,0.4,2.8,7.9,"N",41,9,68,1020.4,12.9
"68019",12.8,17.3,0.2,5.2,1,"SW",52,20,56,1010.7,15.3
"68020",8,15.2,4.4,6.6,7.2,"WSW",54,28,47,1014.8,11.9
"68021",5.8,15.3,1.2,3,10.1,"SSW",48,20,63,1023.4,9.9
"68022",5.8,15.6,0,2.4,6.2,"WSW",30,15,56,1026.4,11.1
"68023",7.5,18.4,0,2.8,10.2,"S",33,11,52,1027.7,12.9
"68024",6.2,21,0,3.8,11.3,"NE",30,2,62,1028.7,11.6
"68025",11.1,25,0,3.8,11.9,"N",48,9,63,1027.8,15.7
"68026",15.5,23.5,0,6.8,6.5,"NNE",61,41,54,1021.8,18.6
"68028",11.2,23.9,0,3.6,5.4,"WSW",70,43,73,1016.4,15.6
"68029",7.7,17.5,17.4,7.6,10.6,"WSW",52,26,59,1022.8,10.9
"68030",10.2,17.4,0,4,6,"SW",35,20,73,1026.1,12.4
"68031",9.3,19.1,0,1.8,8.5,"S",30,9,69,1027,12.2
"68032",10.4,25.2,0,3.6,9.7,"N",46,9,80,1029.7,11.7
"68033",11.7,25.2,0,6.2,9.8,"N",63,35,38,1028.8,18.9
"68034",18.3,23.4,0,8,4.2,"N",72,52,55,1023,20
"68035",14.3,14.8,9.4,4,0,"SSW",22,13,91,1017.4,14.6
"68036",11.2,21.2,4,1.4,5.9,"N",57,9,76,1012,13
"68037",12.1,12.7,12,5.8,0,"S",61,28,92,993.4,12.3
"68038",4.7,14.6,22.6,4.6,8.8,"SW",67,31,77,1006,6.9
"68039",6.9,17.7,1.6,4,5.6,"W",43,20,71,1015.2,11.6
"68040",10,18.9,0,4,6.6,"WSW",56,20,60,1020.1,12.1
"68041",9.6,17.4,1.4,2.6,10.4,"S",30,9,63,1028.2,12
"68042",7.1,19.6,0,3.6,12.1,"SSW",26,2,63,1029.3,12.5
"68043",8.4,25.7,0,4.6,11.7,"N",35,20,68,1023.6,12.2
"68044",12.2,28.9,0,6.2,10,"WNW",61,30,49,1017.1,20.8
"68045",12.8,17.3,6.8,7.4,3.7,"WNW",50,26,92,1017.9,12.8
"68046",11.1,17.4,1.8,3.2,11.4,"S",35,13,46,1023.9,13.6
"68047",7.9,20.5,0,4.6,12.6,"N",43,7,57,1022.7,12.9
"68048",10.7,22.5,0,5.2,6.6,"N",43,31,40,1015.1,18.5
"68049",12.7,19,2.4,3.6,9.4,"S",44,17,45,1020.1,15.4
"68050",10.2,23.9,0,4.6,12.4,"N",41,11,57,1020,13.9
"68051",13.9,28.4,0,7,9.6,"N",61,33,52,1013.3,20.9
"68052",18.8,22.3,2.2,9,0,"N",50,17,82,1006.2,19.8
"68053",11.7,17.2,61.4,4.2,0.5,"WSW",52,24,94,1007.7,12
"68054",9.2,16.7,3.8,2.8,4.8,"SW",37,19,63,1019.4,10.6
"68055",10.5,19,0.6,4.4,3.2,"WSW",44,15,78,1018.4,13.4
"68056",10.3,16.6,4,1.6,2.4,"S",35,17,68,1021.8,12.1
"68057",9.1,18.2,5.2,3,8.1,"S",41,15,52,1024.6,12.9
"68058",8.8,22.7,0,2,12.6,"S",39,9,55,1025.1,13.8
"68059",10.3,24.6,0,6.8,13.1,"NNE",39,19,57,1022.4,15.9
"68060",14.8,24.4,0.2,7,5.7,"N",74,54,50,1013.6,19.2
"68061",14,23.8,0,4.4,8.5,"SSW",31,9,55,1013.1,16.8
"68062",13.5,29.1,0,5,13,"N",44,7,54,1023.7,18.6
"68063",18.2,25.6,0,9.4,2.2,"N",52,26,49,1015.8,24
"68064",14,30.7,0,3.8,9.5,"NNE",43,7,74,1013.3,16.4
"68065",16.3,31,0,8,2.2,"N",72,43,44,1006.2,25.4
"68066",15,15.8,20,6.4,0,"S",37,19,96,1015,15.2
"68067",13.1,19.8,15.6,2.8,1.5,"SW",37,13,78,1014.1,15.7
"68068",11.7,19.4,1.2,3,5,"S",35,15,73,1016.2,13.6
"68069",10.1,18.6,0.2,1.6,8.1,"S",31,13,63,1017.2,13.4
"68070",8.9,23.4,0,3.2,11.9,"SW",35,15,54,1017.8,15.5
"68071",13.7,17.6,0,4.8,2.6,"SSW",39,15,58,1015.3,17.3
"68072",9.6,20.3,2.6,3.2,13,"S",46,28,45,1025.6,14.4
"68073",9.9,22.8,0,5.6,12.6,"SSW",33,6,66,1026.2,14.6
"68074",11.9,22,0.2,5.2,10.3,"S",33,13,75,1024.2,15.1
"68075",13.7,33.3,0.2,5.2,12.1,"SSW",54,19,68,1020.5,20.5
"68076",20.6,32.3,0,10.2,12.9,"N",63,46,33,1019.3,25.6
"68077",21.7,31.5,0,11.6,7.4,"NNW",67,28,49,1017.8,25.3
"68078",19.6,23.5,23,10,0.3,"N",35,20,89,1016,19.8
"68079",16,25.1,1.8,0.8,4.6,"NW",46,7,80,1017.1,18.2
"68080",17.3,23.8,14.2,5.8,0,"N",52,22,85,1009.5,19.6
"68081",13,16.6,21.4,5,2.7,"SSW",54,28,88,1013,13.7
"68082",13.6,22.2,0.6,2.8,5.4,"SE",50,24,68,1018.2,16
"68083",13.2,25.4,0.4,4.4,8.4,"SSW",33,9,65,1017.8,17.2
"68084",16.5,26.6,0.2,5.4,0.6,"NE",41,11,76,1015.7,19.4
"68085",17.2,27.2,5,2,5.9,"NNE",65,20,84,1015,19.5
"68086",17.2,30,7.8,4.6,5.1,"NNW",52,35,59,1012.5,23.3
"68087",19.4,30.8,0.2,5,12.5,"N",65,44,62,1010,24
"68088",18.3,29.7,0,6,6.5,"S",30,7,84,1013.1,19
"68089",18.2,30.9,0,5.2,6.1,"NNE",35,6,67,1012,22.2
"68090",21.5,28.2,2.4,6,1,"NNE",67,35,52,1007.3,25.4
"68091",22.6,25.5,2.8,5,0.6,"N",65,37,67,1003.4,25.3
"68092",16.4,25,28.8,5.4,9.7,"SW",31,11,60,1010.2,19.2
"68093",14,21.1,2.4,4.8,8.3,"W",52,19,44,1011.2,15.1
"68094",13.5,23.1,0.2,7.2,11.3,"N",57,28,55,1005.9,17.3
"68095",13.2,19.4,0.4,8.2,6.4,"W",54,31,49,1005,16.4
"68096",11.8,23.1,4.6,4,11,"SSW",24,13,51,1015.4,16.6
"68097",14.4,28,0,4,13.3,"NNE",31,7,55,1015.5,18.7
"68098",18.1,25.9,0,8,2.1,"N",74,50,44,1002.5,24.9
"68099",12.7,22,0.8,4,11.4,"S",31,20,53,1008.8,16.6
"68100",12.1,23.8,0,6,7.1,"W",57,20,49,1003.1,17.7
"68101",12.2,19,2.8,4.6,4.3,"SW",52,28,86,1001.7,12.4
"68102",11.3,19.1,2.8,4.2,3.7,"WNW",74,24,49,996.5,15.9
"68103",9.9,19.3,22.2,3.8,1.5,"SW",52,37,61,1003.9,14.2
"68104",11.1,18.3,0,4.2,6.1,"SW",52,24,65,1010.3,14.9
"68105",10.6,25.7,1.4,3.6,13.4,"SW",33,6,58,1019.4,14.9
"68106",14.1,20.6,0,6.6,10.6,"SSE",50,17,56,1022.1,16.2
"68107",11.5,23.5,0,6.4,12.8,"SSE",31,17,58,1025.5,14.9
"68108",14,26.2,0,5,1.3,"NNW",30,2,76,1012.9,17.1
"68109",15.8,20.4,0,3,6.1,"SE",44,17,59,1009.1,17.5
"68110",10.5,18,0.4,5.8,6.9,"SSW",57,22,61,1011.9,13.4
"68111",9,22.8,0,4,13.4,"S",31,11,53,1018.8,13.9
"68112",13.7,30.3,0,7.6,13.1,"S",52,26,31,1013.1,22.8
"68113",14.2,23.7,0,7.4,13.7,"SSE",31,11,63,1017.8,17.9
"68114",14.9,41.1,0,7.6,12.3,"NNW",74,28,58,1010.1,22.1
"68116",15.3,21.6,0,6,9.7,"S",46,19,60,1016.3,17
"68117",14.5,20.9,0,7.6,9.1,"S",50,26,47,1017.9,15.4
"68118",12.7,22,0,5.6,12,"S",37,17,60,1013.9,15.2
"68119",14.6,21.9,0,5.6,11.1,"S",39,20,66,1009.7,17.8
"68120",15.9,30.8,0,6.4,10.3,"NNE",33,9,71,1010.5,17.9
"68121",17.9,33.4,0,9.2,8.7,"N",74,46,47,1009,25.6
"68122",23,34.5,0,13.6,10,"N",63,44,52,1009,26.5
"68123",18.1,22.7,0.6,8.4,0,"SSW",39,20,71,1018.8,18.7
"68124",18.7,25,0.2,4.2,0,"SSE",19,9,88,1015.7,20.1
"68125",20.1,26.3,7,1,0,"SE",33,9,87,1011.2,22.6
"68126",20.9,27.6,15.4,1,2,"NNE",59,20,88,1004,22.6
"68127",22.5,27.8,4.8,3,0,"NNE",59,24,75,1007.8,26.4
"68128",20.5,26.9,28.2,2.8,6.3,"N",72,24,87,1001.4,20.5
"68129",18.5,29.5,22.4,5,12.1,"S",35,9,73,1009.3,22.2
"68130",18.3,26.2,0,7,9.3,"SSE",35,6,79,1009.6,20
"68131",15.6,21.3,0,7.2,4.8,"SW",52,20,58,1008.3,17.8
"68132",15.5,21.9,0,5.4,1,"SW",31,20,99,1011,16.6
"68133",15.3,22.5,0,4.2,6.6,"S",35,17,60,1012.5,16.6
"68134",13.3,28.4,0,4.6,12.6,"NNW",41,7,70,1012.5,16.6
"68135",16.6,32.3,0,8,11.5,"N",54,33,44,1008.9,24.1
"68136",16.9,27.5,0,7.2,5.5,"SSE",35,11,77,1015.2,18.3
"68137",18.3,29,0,3.6,11.4,"SSE",30,9,80,1009.9,21.1
"68138",15.1,21.7,4.6,7.6,7.4,"S",48,11,86,1004.9,15.8
"68139",14.5,27.7,0,5,8.6,"S",31,2,55,1008.8,18.1
"68140",16,21.6,6,5,0.7,"S",33,15,89,1014.1,16.6
"68141",14.9,25.7,0.2,1.8,13.6,"SW",39,6,69,1017.1,19.7
"68142",16.4,23.1,0,7.2,10.5,"SSW",35,13,52,1022.4,18.4
"68143",13.4,28,0,6.4,12.5,"S",28,9,65,1019.8,16.7
"68144",16.4,38.1,0,7.4,13.4,"N",57,39,40,1015.4,27.2
"68145",20.1,32.5,0,12,8.4,"S",35,9,67,1012.8,24.5
"68146",24.5,40.2,0,5.2,9.6,"N",70,26,32,1003.2,32.3
"68147",17.5,27.8,0,12.8,11.3,"S",35,6,66,1011.7,19.6
"68148",18.6,25.6,0,6,2.9,"SSE",26,15,89,1014.8,18.6
"68149",18.2,30.4,2.4,4,1.6,"N",54,31,85,1010.1,24
"68152",10.8,21.5,82.2,4.6,12.7,"S",37,9,57,1026,15
"68153",14.6,22.1,3.2,6.2,9.4,"S",41,24,61,1023,17.9
"68154",12.9,27.9,0,5.4,8.6,"NNW",39,9,69,1023.4,14.7
"68155",14.7,29.5,0,4.6,1.3,"N",54,28,72,1016.8,20.9
"68156",20.9,25.8,1.8,6,0.2,"N",46,15,83,1010.2,23.2
"68159",14.2,24.6,4.4,4.4,12,"S",31,13,68,1024.5,17.1
"68160",16.6,30.3,0,4.2,11.1,"N",44,19,72,1021.7,20.8
"68161",18.8,29.5,0,6.6,3.6,"NNE",41,24,64,1017,23.4
"68162",19.5,27.9,4.6,5,8.5,"S",33,6,85,1013.2,21.3
"68163",19.3,29.4,0,3.8,3.3,"SSW",24,7,73,1014.6,21.3
"68166",11.8,19.6,15.4,5.6,6.5,"SW",54,28,59,1018,15.2
"68167",13.9,21.3,0.2,4.6,4.1,"S",43,13,58,1025.7,15.6
"68168",15.5,23.8,0,3.6,9.2,"SSE",30,11,65,1026.5,16.7
"68171",15.6,29.8,11.8,3,7.1,"SE",33,7,72,1009.8,19.3
"68172",18,19.1,0,4.2,0,"S",30,15,95,1009.6,18.1
"68173",16,18,0,1.2,0,"SSW",26,9,76,1009.5,16.5
"68174",14.3,19.5,0.2,1.2,8.9,"SW",54,17,67,1009.2,15.8
"68175",11.1,19.8,0.4,3.6,10.3,"WSW",35,9,60,1018.2,13.6
"68176",13.6,20.1,0,4.6,7.8,"WSW",48,22,62,1013.4,16.2
"68177",13.6,18.6,0,5,0.5,"WSW",41,28,62,1015.6,14.9
"68178",10.8,24.5,0,3.4,12.1,"SSE",39,22,48,1023.7,14.1
"68179",11.3,28,0,4.8,12,"N",59,28,68,1025.3,15.7
"68180",15.6,29.2,0,7.2,11.6,"N",80,48,51,1020.7,19.4
"68181",19.4,27.2,0,10.8,0.1,"N",69,44,47,1012.7,21.8
"68182",19.4,23.8,0.2,2.6,0.7,"N",43,7,80,1012.6,21.3
"68183",15.2,18.7,11.2,1.8,0,"SW",33,19,91,1015.4,15.6
"68184",15.4,27.1,0.2,0.6,7.7,"S",24,2,78,1017.1,17.9
"68185",17.7,30.7,0,3,11.5,"NNE",46,11,77,1017.1,20.9
"68186",20.8,32.5,0,6.8,5.7,"W",57,33,69,1016.5,24.4
"68187",15,23.7,6.2,5.6,10.7,"S",39,22,58,1025.8,16.8
"68188",12.3,25.6,0.2,4.4,9.9,"SSE",35,6,73,1020.5,16.1
"68189",15.4,22,0,3.8,8.2,"S",39,11,55,1022,16.8
"68190",14.4,18.9,0,5.6,2,"S",37,17,52,1023.2,15.1
"68191",14.2,19.5,0,3.4,3.5,"SE",35,15,58,1019.4,14.9
"68192",12.8,23.5,0,3.6,9,"S",26,9,71,1016.2,14
"68193",13.6,30.1,2,2.8,8.5,"N",39,7,82,1011.7,16.9
"68194",16.8,24.9,0.2,5.2,0.5,"SSW",22,4,70,1005.8,20.9
"68195",19.1,24,0,2.2,1,"SW",30,7,86,1002.4,19.8
"68196",16.4,23.1,0,2.6,6.9,"N",52,13,75,1003.9,17.2
"68197",15.2,19.7,0,3.6,0.9,"WSW",54,19,81,1003.3,16.5
"68198",13.6,19,9.4,2.6,1.3,"WSW",56,26,74,1014.9,15.2
"68199",15,18,0.2,3.2,0.1,"S",37,17,60,1024.4,15.6
"68200",14.6,20.3,0,2.4,2.7,"SSE",28,6,78,1027,15.1
"68201",13.7,24.3,0,1.8,8,"SSE",31,11,74,1028,14.7
"68202",12.9,29,0,4,10.6,"N",41,19,82,1022.6,14.4
"68203",14.4,22.6,0,5.4,6.3,"WSW",54,13,80,1017.7,17.1
"68204",13.8,19.8,0,5,7.6,"S",48,13,51,1027.3,14.9
"68205",13.2,21,0,4,0.4,"N",26,9,76,1018.7,14.4
"68206",13.1,18.8,21.2,0.6,4.4,"SSW",33,9,88,1018.5,14.5
"68207",11.1,18.6,0,1.8,3.2,"S",35,11,75,1019.2,13.3
"68208",10.8,17.8,0,2,3.6,"WSW",37,13,75,1021.2,13
"68209",12.5,14.8,0.6,1.6,0,"SSE",30,13,53,1026.8,13.4
"68210",11.4,15.5,0,1.8,2,"E",24,13,64,1025.4,12.2
"68211",6.1,16,0,1.6,1,"NW",33,15,79,1019.5,7.9
"68212",7.8,15.6,0,0.8,1,"S",48,9,76,1015.8,11.8
"68213",9.5,15.1,6.8,0.8,5.3,"SSE",33,9,64,1022,11.9
"68214",3.5,14.6,0,1.6,3.8,"WNW",37,11,77,1020.3,7.1
"68215",6.9,12.2,4.2,2,7,"WSW",59,28,71,1010.5,8.4
"68216",5.6,14,6.8,2,0.6,"WSW",43,24,95,1012.3,8.4
"68217",8.4,15.9,11,0.6,2.7,"SW",65,20,77,1012.5,13.2
"68218",7.7,14.9,8,0.8,5.4,"S",52,24,87,1022.9,8.4
"68219",8.3,15.1,1.4,1.2,0.6,"WSW",35,19,75,1031.2,11.1
"68220",11,15.1,0,2.2,0.2,"W",31,17,59,1032.2,12.3
"68221",10.6,16.1,0,1.2,2.5,"N",22,9,75,1031.6,12.1
"68222",6.7,15.5,0,1,3.6,"N",48,20,72,1030.2,10.1
"68223",10.1,18.3,0,2.4,2.3,"N",52,37,58,1028.2,13.2
"68224",11.9,19.5,0,3.2,0.6,"NNE",50,28,58,1026.8,13.2
"68225",11.9,21.3,0,4,6.4,"N",63,43,55,1021,14
"68226",13.8,19,0,4.4,2.8,"N",67,30,60,1010.6,16.9
"68227",13.4,18.3,3.4,1.6,2,"WSW",50,13,88,1001.2,14.5
"68228",9.8,16.6,1.2,0.2,3.2,"S",50,35,73,1010.2,13.2
"68229",10,15.6,1.2,3.4,1.8,"S",39,13,71,1020.4,12.2
"68230",9.6,14.5,0,1.8,1.1,"SW",39,19,70,1020.8,11.5
"68231",10,15.5,1.6,1.6,1.3,"WSW",30,17,77,1021.3,11.8
"68232",10.5,13.8,1,1,1,"WNW",20,0,90,1025,11.1
"68233",10.5,14.3,0,0,0,"SSE",19,0,89,1026.7,11
"68234",5.8,16.5,0,0.4,7.6,"S",37,9,83,1028.2,7.8
"68235",6.9,16,0,2,6.3,"N",24,9,86,1025.7,8.1
"68236",3.4,18.3,0,1.6,9.3,"N",31,6,80,1028.1,6.1
"68237",6.1,19.5,0,2,8.8,"N",50,22,71,1026.1,12.3
"68238",12.2,17,0,2.2,2.2,"N",67,39,63,1016.4,13.8
"68241",5.6,13.8,4.8,3,6.1,"W",33,19,69,1019,7
"68242",7,10.9,0,2.8,2.8,"W",59,35,61,1014,9.3
"68243",4.9,12,6.6,1.2,4.7,"SW",57,31,77,1019.2,6.8
"68245",9.8,16.2,2.6,0.4,5.9,"SSE",35,17,77,1023.6,11.9
"68249",7.5,14.1,0.2,1,4.8,"SSE",28,9,80,1029,9.5
"68250",4.6,15,0,0.2,5.8,"N",30,11,83,1028.9,8.4
"68251",4,15.7,0,1.4,1.9,"NNE",48,24,78,1021.3,6.3
"68252",6.3,14.4,4.4,1.2,4.8,"SW",63,30,80,1008.5,10.7
"68255",11,16.2,2,1.8,1,"N",76,24,75,1008.8,12
"68256",7.6,12.5,7.2,4.2,6.2,"N",65,31,63,999.7,9.1
"68257",7.3,13.9,4.2,3,0.3,"W",44,24,70,1010.7,9.4
"68258",9.4,16.2,0.2,0.6,3.2,"W",41,20,83,1019,11.6
"68259",11,18.2,0.4,1.6,2.1,"NNW",35,24,73,1025.7,12.8
"68260",11.5,17,0,1.6,8.8,"N",61,24,82,1028.8,12.4
"68261",8.9,15,0,3.4,7.6,"N",59,44,79,1023.4,9.4
"68262",9.1,17,0,1.4,5.5,"NNW",28,11,78,1029.7,10
"68263",6.8,15.2,0,1.4,4.7,"SSE",20,2,86,1035.7,8.7
"68264",4.5,18.4,0,1,9.1,"NNE",39,11,82,1036.5,6.6
"68265",6.5,17.6,0,1.8,7.4,"N",63,28,63,1036.6,11.4
"68266",8.3,17.3,0,3,8.2,"N",65,33,69,1030.5,9.9
"68267",8.7,16.5,0,3.6,7.1,"N",61,35,64,1021.9,10.3
"68268",10.3,13.6,0,4,0.5,"NNW",72,37,53,1013.2,13.6
"68269",10,15.8,0.2,1.2,5,"NW",76,28,66,1007.1,11.8
"68270",9.3,12.7,0,3.8,0.9,"W",72,41,61,1004.7,10.7
"68271",8.9,14.2,1.8,3.8,2.6,"NNW",50,24,65,1005.5,10.9
"68272",6.4,11.5,2.4,1,4.9,"SW",46,26,75,1015.3,6.7
"68273",6.6,12.5,0,1.4,0.3,"W",43,15,62,1023.7,9.6
"68277",9.1,13.6,3.2,2.4,0.2,"W",50,20,64,1022.8,11
"68278",9.7,13.7,0.4,2.6,1.8,"WSW",56,15,82,1019.3,10.5
"68279",7.3,14.8,7.2,1,5.1,"S",30,17,90,1029.9,8.7
"68280",5.4,14.1,0.2,0.8,8.9,"N",28,13,95,1036.7,5.8
"68281",2.8,15.8,0,1.4,6.8,"N",41,6,80,1030,4.6
"68282",4.6,14.1,0,1.4,2.5,"N",57,30,75,1020.3,10.7
"68283",9.1,12.8,9.2,1.4,1.8,"WSW",30,11,78,1017.4,9.7
"68285",10.4,12.9,0.2,0,0,"SSE",54,30,75,1027.6,11.2
"68286",7.8,13.4,0,2.2,0.1,"SE",39,17,79,1026.3,10.4
"68287",8.9,17.5,0.8,0.2,8.8,"WNW",20,13,80,1025.2,9.6
"68290",9.1,14,4.8,1.2,1.5,"SW",39,11,91,1015.7,10.3
"68291",7.9,14.1,5.2,0.8,3.2,"WSW",31,19,84,1023,9.3
"68293",4.6,16,0.2,2.6,9.4,"N",61,44,70,1026.8,8.4
"68294",7.4,17.5,0,4.6,5.9,"N",63,44,63,1024.8,8.4
"68295",8.4,15.4,0,4,0.3,"N",67,43,44,1019.1,12.6
"68296",10.9,19.4,0,2.8,8.6,"N",54,30,65,1017.9,12.5
"68297",11.2,18.6,0,3,5.1,"N",65,50,64,1017,13.8
"68298",11.7,20.2,0.4,3.4,6.4,"N",65,41,49,1017,15.3
"68299",12.6,23.2,0,3.8,9.4,"N",72,30,54,1017.6,15.5
"68300",15.5,21,0,7.6,4.2,"N",57,24,31,1016.5,19.4
"68301",13.3,18.4,0,2.4,1.5,"NNE",46,13,43,1018.2,15.1
"68304",8.3,14.5,5.2,0.6,5.8,"S",28,6,79,1011.8,10.1
"68305",7,12.6,0.2,1.4,0.2,"N",30,13,84,1009.4,8.9
"68306",8.1,12.6,1.2,0,0,"S",48,9,82,1008.6,9.9
"68307",9.7,16.1,3.4,0,1.9,"SSE",43,26,73,1017,11.9
