"policy_tenure","age_of_car","segment","model","fuel_type","displacement","cylinder","transmission_type","length","width","ncap_rating","is_claim"
0.07288227980242,0.14,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
1.0706588109952,0.12,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.00105382594205,0.12,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.65011641665049,0.02,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.317618969550968,0.02,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.271199669621491,0.11,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.04792378681505,0.09,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
1.12229642931414,0.07,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.03439745469273,0.05,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
1.19820532797486,0.06,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.18401693456052,0.09,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","Yes"
0.895988658845537,0,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
0.065798495314521,0.15,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.006293173651137,0.06,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.160888288345052,0.07,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.21160999135426,0.1,"C1","M2","Petrol",1197,4,"Automatic",3995,1735,"2","No"
1.13003890035893,0.05,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.16207619199316,0.16,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.677207186595018,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.449767932622296,0.11,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
1.09159877092023,0.12,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.531763886079742,0.14,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.561190824031697,0.05,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.169294630413238,0.01,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.15990670049026,0.1,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.17128431531967,0.07,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.165704320559804,0.08,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.528447938842838,0.04,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.568692062784614,0.01,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.128416504654189,0.04,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.12617898914789,0.17,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.620197339175682,0.06,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.277493978737019,0.05,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
0.074282649363913,0.19,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.036439118683777,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.081526106311711,0.14,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.528797131170581,0.03,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.11956429540685,0.06,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.481126743916205,0.18,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.535002316961067,0.12,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.905760031932448,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","Yes"
0.821566863808339,0.07,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.011496473382319,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","Yes"
0.942303130028821,0.12,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
1.09153630851009,0.04,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","Yes"
0.26195080302291,0.02,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.00694563373504,0.07,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.167990548135028,0.1,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","Yes"
1.12199479359789,0.05,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.568629320376182,0.13,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.961349018957269,0.11,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.122112737604891,0.04,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.03293552833571,0.06,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.03583989041111,0.22,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.490208903280237,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.26004300230036,0,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.897241261142762,0.05,"C1","M2","Petrol",1197,4,"Automatic",3995,1735,"2","No"
0.867824983365096,0.22,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.611730815629745,0.03,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.732389869580246,0.18,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.918218920277213,0.07,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.1864731219572,0.04,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.208808023152046,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.976010563835264,0.09,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.03135855175431,0.01,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.06556137031815,0.14,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.441973827170437,0.03,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.147740600816742,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.09458335043576,0.04,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.032374698806449,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.13564821303045,0.09,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.07372836417989,0.09,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.837157281065702,0.07,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.071693449760131,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.08035535081664,0.07,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.08256765871035,0.05,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
1.20426750565051,0.04,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.087131478134051,0.05,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
0.723974258837738,0.02,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.686747164105873,0.02,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
0.394955788757251,0.01,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
0.248571288909782,0.12,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.17560848278576,0.12,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.21580930238058,0.1,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.20406169941947,0.15,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
0.744726818346941,0,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.035225229973161,0.1,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.56237458280034,0,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.968400514506771,0.02,"A","M1","CNG",796,3,"Manual",3445,1515,"0","Yes"
0.524541453629587,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.083566633936682,0.01,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
1.17298295036464,0.02,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.485310542675135,0.11,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.849192639161223,0.06,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
0.872212419415704,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.094316287506197,0.16,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.725735691688475,0.02,"Utility","M10","CNG",1196,4,"Manual",3675,1475,"0","No"
0.128907305703413,0.15,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
0.522760572965937,0.1,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
1.0147470102351,0.12,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
0.794463855317184,0.15,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.088986958558717,0.15,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.12074583342546,0.04,"A","M1","CNG",796,3,"Manual",3445,1515,"0","Yes"
1.08416050086779,0.01,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
0.557991506757081,0.07,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.092484721822638,0.1,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.03974406242252,0.18,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.373044502168644,0.01,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.17817566872563,0.08,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","Yes"
1.24380490282456,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.648476092154843,0.18,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.435915554069713,0.03,"A","M1","CNG",796,3,"Manual",3445,1515,"0","Yes"
0.011988722969939,0.04,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.50467771285095,0.06,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
1.09973451889786,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.08803148276972,0.14,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.139202851325052,0.1,"C1","M2","Petrol",1197,4,"Automatic",3995,1735,"2","No"
0.238729143458536,0.02,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.122833013518386,0.05,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.691695277555607,0.13,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.826092686588403,0.04,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.060033440582013,0.18,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.04515401693575,0.05,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.422205734029571,0.1,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
1.21554999608296,0.02,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.06550944133171,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.494083124908859,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.09528877113185,0.07,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
1.01976824789783,0.06,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.887433970120528,0.03,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
1.15045254648615,0.09,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.01886928269782,0.04,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
0.58289265498876,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.121631859540821,0,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
0.564635463291368,0.1,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.006643295544639,0.14,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.436011845953741,0.16,"Utility","M10","CNG",1196,4,"Manual",3675,1475,"0","No"
0.035690535425921,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.21118167476037,0.15,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
1.05968479532969,0.06,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.115481452405527,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.03080404455346,0.02,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
0.764696236369088,0.02,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.046314938829504,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","Yes"
1.0183392648879,0.15,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.03325633144843,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.908840507704195,0.08,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.502845527757345,0.12,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.55226614632572,0.13,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","Yes"
0.552847655187668,0.1,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.16602893164356,0.1,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.525026664856129,0.16,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.10537020844402,0.08,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
0.115556092655359,0.08,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.14129690851198,0.14,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","Yes"
0.174827573309634,0.02,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.138787454010631,0.05,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.031743624504499,0.1,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.283246106592277,0.03,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
1.11271507756671,0.09,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
0.097691175656263,0.09,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.694000161581228,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.121721760405286,0.08,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.18215335832129,0.07,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.116454148592116,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.636647535498948,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.085500852418766,0,"Utility","M10","CNG",1196,4,"Manual",3675,1475,"0","No"
0.874894423012613,0.19,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.747396166385589,0.04,"A","M1","CNG",796,3,"Manual",3445,1515,"0","Yes"
1.05666847791949,0.11,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.795585427699578,0.08,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.507483504729764,0.01,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.03651657567303,0.07,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
1.09871544676219,0.15,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.137861723184672,0.08,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.14451892139372,0.02,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.071554933968103,0.13,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.296911239967328,0.06,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.539863595478472,0.12,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.264110614930701,0.07,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.587780902549761,0,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
1.07652366026308,0.09,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.567821331625704,0.1,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.090358011843617,0,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.022280971080879,0.03,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.666517165549315,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.858679529947509,0.13,"C1","M2","Petrol",1197,4,"Automatic",3995,1735,"2","No"
0.391102317819813,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.10733460737088,0.06,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.202941379981688,0.13,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.080450865928788,0.02,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.248763451382084,0.02,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.421549763361865,0.02,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.293864254733623,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.18556604714315,0.05,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.798385960298013,0.1,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.384907004200273,0.04,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
0.196493184424977,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.417017217003273,0.15,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.04823573824814,0.06,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.061603355603289,0.15,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.106995163459984,0.18,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
1.04990730148234,0.12,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.085391826194917,0.12,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
1.24828764136058,0.21,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.01426403294523,0.07,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.569259428493428,0.31,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
0.432316963329055,0.04,"Utility","M10","CNG",1196,4,"Manual",3675,1475,"0","No"
0.525110291016469,0.19,"Utility","M10","CNG",1196,4,"Manual",3675,1475,"0","No"
1.18867177115036,0.14,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.24022195517864,0.07,"Utility","M10","CNG",1196,4,"Manual",3675,1475,"0","No"
0.099609907577913,0.08,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.402111196980219,0.06,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
1.10714584654128,0.17,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.02872155192851,0.3,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.060614819426806,0.11,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.055079340282232,0.09,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.266218403704927,0.14,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.10854612432304,0.02,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.10453975398095,0.13,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.04460189680315,0.09,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.12254978737577,0.1,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.553226004211665,0.02,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.16928890543915,0.08,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.097667326738837,0.02,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.703327456354826,0.11,"Utility","M10","CNG",1196,4,"Manual",3675,1475,"0","No"
0.043563875506561,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.00974572288638,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.093713774699615,0.05,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.24106331002801,0.13,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
1.08458222918103,0.09,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.04447203001936,0.22,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.905480627837444,0.08,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.5473912793167,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","Yes"
0.522461956117382,0.08,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
1.10479028461368,0.11,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.22785302508027,0.06,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.795909699732388,0.03,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","No"
0.199467689942207,0.17,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.048774166621658,0.09,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.593687957378639,0.09,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.289282783331758,0.02,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
0.492907927762281,0.01,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
0.417414891442208,0.1,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.061336124801304,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.533370784224116,0.11,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.306922940719793,0.12,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
1.00331396257035,0.05,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.619666646251758,0.12,"Utility","M10","CNG",1196,4,"Manual",3675,1475,"0","No"
0.680408926425592,0,"C1","M2","Petrol",1197,4,"Automatic",3995,1735,"2","No"
0.03552091397177,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.23872274047752,0.05,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.057650118211562,0.04,"C1","M2","Petrol",1197,4,"Automatic",3995,1735,"2","No"
1.1488365838192,0.23,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.505312187914442,0.01,"B2","M7","Petrol",1197,4,"Automatic",3990,1745,"0","No"
0.093752462908697,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.084655159023015,0.18,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.588366737255661,0.08,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","Yes"
0.692457866681282,0.03,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.00306865893715,0.06,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.895763890521128,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","Yes"
1.15178713899851,0.04,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.13722699344855,0.05,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.16169388185414,0.02,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.082668135926237,0.03,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
1.21858227998218,0.15,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.710315286854143,0.04,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.291700292272579,0,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.295500944527883,0.01,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.06681580954467,0.06,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.337680734948272,0.01,"B1","M8","CNG",998,3,"Manual",3655,1620,"2","No"
1.13402886610101,0.09,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.153703283172495,0.11,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.044319221767301,0.14,"C1","M11","Petrol",1199,3,"Manual",3993,1811,"5","No"
0.306710444983965,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.00801341347754,0.05,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.170122671500983,0.04,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.37310857048267,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.287479016553286,0.1,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.261552768992379,0.15,"C1","M2","Petrol",1197,4,"Automatic",3995,1735,"2","No"
0.871023567654555,0.08,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.661635549570784,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.131450122901838,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.228855426746875,0.15,"Utility","M10","CNG",1196,4,"Manual",3675,1475,"0","No"
1.17441786248837,0.03,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.15512408554628,0.06,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.16265334320168,0.05,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
1.07680231138843,0.15,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.05648406820017,0.12,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","Yes"
1.0019076446069,0.02,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
0.022796620966346,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.084076770515799,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.491848198692891,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
0.768564535638085,0.1,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","Yes"
1.23695444865947,0.05,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","Yes"
0.348850165449698,0.11,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.070493395279264,0.01,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.00653101067572,0.07,"B2","M5","Diesel",1497,4,"Manual",3990,1755,"5","No"
0.549770211011147,0.01,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.182728134211073,0.15,"A","M3","Petrol",999,3,"Automatic",3731,1579,"2","No"
0.07543911070071,0,"A","M1","CNG",796,3,"Manual",3445,1515,"0","No"
1.08280018809233,0.04,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
1.15458963768033,0.02,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","Yes"
0.59118457804452,0.19,"B2","M6","Petrol",1197,4,"Manual",3845,1735,"2","No"
0.289041870743048,0.15,"C2","M4","Diesel",1493,4,"Automatic",4300,1790,"3","No"
0.031257077375711,0.09,"C1","M9","Diesel",1498,4,"Manual",3995,1695,"4","Yes"
